Date,Company,Role,Link,ATS score
09/10/22,Goldman Sachs,Software Engineer - Cloud - Marquee,https://www.linkedin.com/jobs/view/externalApply/3246968987?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F90666%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=yoZc&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=Wxo3v00ZMC%2BwAdBbSGq10g%3D%3D&trk=public_jobs_apply-link-offsite,5.79%
09/10/22,Goldman Sachs,Analyst Software Engineering - GS Web Products (New York NY),https://www.linkedin.com/jobs/view/externalApply/3250875665?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F104479%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=DXeM&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=Q4xCNdpQzaeklS0VkaFk5Q%3D%3D&trk=public_jobs_apply-link-offsite,4.68%
09/10/22,Goldman Sachs,GS EC - Front End Engineer,https://www.linkedin.com/jobs/view/externalApply/2814200749?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F87706%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=hEfx&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=3b0jaSbJmqvb54GWgTgorw%3D%3D&trk=public_jobs_apply-link-offsite,4.75%
09/10/22,Goldman Sachs,Software Engineer - Payments Platform,https://www.linkedin.com/jobs/view/externalApply/3226295053?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F84056%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=tCcd&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=nv%2FLJ%2B1VoMaCnle7TpuCfQ%3D%3D&trk=public_jobs_apply-link-offsite,5.87%
09/10/22,Goldman Sachs,GS EC - Front End Engineer,https://www.linkedin.com/jobs/view/externalApply/2814205330?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F87703%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=4XFd&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=UwMRIC8cMKD%2FCMdeyBgcPQ%3D%3D&trk=public_jobs_apply-link-offsite,4.75%
09/10/22,Goldman Sachs,Cloud Software Engineer,https://www.linkedin.com/jobs/view/externalApply/3212349024?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F104368%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=mVja&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=U3md07XsLScKR6lSRzqpVw%3D%3D&trk=public_jobs_apply-link-offsite,6.6%
09/10/22,Goldman Sachs,2022 | Engineering - Front-End/UI Developer - Software Engineer - Analyst | Dallas,https://www.linkedin.com/jobs/view/externalApply/2814207164?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F87704%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=o5Q0&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=UjqoFVf1OtjhqHZqD84k4g%3D%3D&trk=public_jobs_apply-link-offsite,4.75%
09/10/22,Goldman Sachs,Associate - GMD5258229,https://www.linkedin.com/jobs/view/externalApply/2984653215?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F82191%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=4KwN&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=hpiEKFn6OTeQdtHVRT3Q1g%3D%3D&trk=public_jobs_apply-link-offsite,9.74%
09/10/22,Goldman Sachs,Associate - ENGG5341934,https://www.linkedin.com/jobs/view/externalApply/2984657013?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F84326%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=vV-n&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=RKDQxY30Zu7ZerOfvIMfpA%3D%3D&trk=public_jobs_apply-link-offsite,9.26%
09/10/22,Goldman Sachs,2022 | Front End/UI Developer | Associate | Salt Lake City,https://www.linkedin.com/jobs/view/externalApply/2814203465?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F87646%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=8uJp&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=Nyg6U%2BE1T%2BN9064jIf3NWg%3D%3D&trk=public_jobs_apply-link-offsite,4.75%
09/10/22,Goldman Sachs,Engineering-Site Reliability Engineer-VP-New York,https://www.linkedin.com/jobs/view/externalApply/3199937104?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fsites%2FCX_1%2Fjob%2F87201%2F%3Futm_medium%3Djobshare&urlHash=Kts0&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=D9x6tRlPrGF%2FWdUxnTwabw%3D%3D&trk=public_jobs_apply-link-offsite,4.22%
09/10/22,Goldman Sachs,Java Engineer – New Project (Accelerate) – VP,https://www.linkedin.com/jobs/view/externalApply/3053422314?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F99613%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=Ng5C&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=WnTFliyLJTDR%2F0vNk2puZA%3D%3D&trk=public_jobs_apply-link-offsite,2.08%
09/10/22,Goldman Sachs,Engineering- Site Reliability Engineer- VP- New York,https://www.linkedin.com/jobs/view/externalApply/3103866541?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F87201%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=M7P9&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=oB0jZWPPiPsrXg20%2BKlD6Q%3D%3D&trk=public_jobs_apply-link-offsite,8.37%
09/10/22,Goldman Sachs,Equity Derivatives Automation Strats - Associate,https://www.linkedin.com/jobs/view/externalApply/3126454304?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F93427%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=rWzv&refId=Jt2HJEz7Di7BRvTpVPAwdw%3D%3D&trackingId=3U2qvwV3DB4AWRG3jJBD0Q%3D%3D&trk=public_jobs_apply-link-offsite,4.04%
09/10/22,Goldman Sachs,2022 | Front End/UI Developer | Analyst | Salt Lake City,https://www.linkedin.com/jobs/view/externalApply/2814200756?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F87631%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=oKY2&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=yYl3WbqiLg4KM%2BmE3XxkEw%3D%3D&trk=public_jobs_apply-link-offsite,4.75%
09/10/22,Goldman Sachs,Data Quality Software Engineer - Data Lake Engineering - Dallas,https://www.linkedin.com/jobs/view/externalApply/2920026153?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F83845%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=BSva&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=d0mKj2K0Q5YIclE9Vqy6ng%3D%3D&trk=public_jobs_apply-link-offsite,2.06%
09/10/22,Goldman Sachs,Product Security Engineering Associate,https://www.linkedin.com/jobs/view/externalApply/2893746671?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F91326%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=3MA5&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=cXFSEIrZynxj7TVcZC6nmQ%3D%3D&trk=public_jobs_apply-link-offsite,3.02%
09/10/22,Goldman Sachs,Transaction Banking- Engineering Risk- Software Engineering-Associate,https://www.linkedin.com/jobs/view/externalApply/2962009466?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F96558%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=TyDD&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=GJfvyejGNobJxIgwzAVEWw%3D%3D&trk=public_jobs_apply-link-offsite,6.73%
09/10/22,Goldman Sachs,Engineering-Site Reliability Engineer Sec DB-VP-New York,https://www.linkedin.com/jobs/view/externalApply/3199941297?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fsites%2FCX_1%2Fjob%2F92207%2F%3Futm_medium%3Djobshare&urlHash=BSSw&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=JDM%2F0USU8Kfhwsd1lt5wqw%3D%3D&trk=public_jobs_apply-link-offsite,1.31%
09/10/22,Goldman Sachs,Engineering- Site Reliability Engineer Sec DB- VP- New York,https://www.linkedin.com/jobs/view/externalApply/2908455923?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F92207%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=AHk3&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=g7f4EYIEwDxNbVwcsStUnA%3D%3D&trk=public_jobs_apply-link-offsite,5.72%
09/10/22,Goldman Sachs,Engineering- Data Science and Machine Learning- Senior Machine Learning Engineer,https://www.linkedin.com/jobs/view/externalApply/2920024269?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F93790%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=Okf3&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=Iw%2Bk7VgJ%2FpBjpYegB0qSxQ%3D%3D&trk=public_jobs_apply-link-offsite,5.85%
09/10/22,Goldman Sachs,Loans Engineering - Associate/VP – Senior Developer -Dallas,https://www.linkedin.com/jobs/view/externalApply/3188956011?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F104172%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=6Rht&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=MSfvtWDw3O7QpJE21eyhAQ%3D%3D&trk=public_jobs_apply-link-offsite,3.72%
09/10/22,Goldman Sachs,Quantitative Developer – Inventory Management Engineering,https://www.linkedin.com/jobs/view/externalApply/3109162998?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F80453%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=pcS3&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=uM1S2BCcBT3Kahu8a46IfA%3D%3D&trk=public_jobs_apply-link-offsite,0.94%
09/10/22,Goldman Sachs,Associate - ENGG5242708,https://www.linkedin.com/jobs/view/externalApply/2984654159?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F84301%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=ikeR&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=J3QexVLE8oyIW%2BRFMLObHw%3D%3D&trk=public_jobs_apply-link-offsite,7.06%
09/10/22,Goldman Sachs,Quantitative Engineer -FICC Resource Management Strats - Dallas,https://www.linkedin.com/jobs/view/externalApply/3137950347?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F103271%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=DbG1&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=LSI4nCRkLe%2B8mLoHjdrfhg%3D%3D&trk=public_jobs_apply-link-offsite,5.38%
09/10/22,Goldman Sachs,Consumer Wealth & Management-GreenSky-Associate Software Engineering-Atlanta GA/Remote,https://www.linkedin.com/jobs/view/externalApply/3184371053?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F103851%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=hjAw&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=5YMdoONoLWVwvatdztsLYA%3D%3D&trk=public_jobs_apply-link-offsite,5.49%
09/10/22,Goldman Sachs,Cloud Connectivity Software Engineer - Vice President,https://www.linkedin.com/jobs/view/externalApply/3047506207?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F100073%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=pHu7&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=5LPd4%2B3LKPujpm%2BctJbfyQ%3D%3D&trk=public_jobs_apply-link-offsite,11.26%
09/10/22,Goldman Sachs,Risk Engineering-Analytics and Reporting-DALLAS-Senior Associate,https://www.linkedin.com/jobs/view/externalApply/3114982939?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F102710%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=XMFV&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=hpsnCT7%2FHWOG6XPOU8%2F%2FRg%3D%3D&trk=public_jobs_apply-link-offsite,3.79%
09/10/22,Goldman Sachs,Associate DevOps Engineer Consumer and Wealth Mgmt Division,https://www.linkedin.com/jobs/view/externalApply/2904357770?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F90908%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=_MC7&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=%2Boh%2B4tDuGy0zGTKtq6Iadw%3D%3D&trk=public_jobs_apply-link-offsite,6.14%
09/10/22,Goldman Sachs,Credit Risk Risk Engineering Analytics & Reporting-SALT LAKE CITY-Analyst,https://www.linkedin.com/jobs/view/externalApply/3226066351?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F102274%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=7tQY&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=pJKF0NMVrwlpwJWEQL54Vg%3D%3D&trk=public_jobs_apply-link-offsite,4.39%
09/10/22,Goldman Sachs,Finance Planning & Analysis - Associate - Quantitative Engineer,https://www.linkedin.com/jobs/view/externalApply/3131673617?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F103279%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=ljvb&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=Pf7iO2M4vcHB%2F%2F1gZJwHAw%3D%3D&trk=public_jobs_apply-link-offsite,3.52%
09/10/22,Goldman Sachs,Platform Data Engineer Associate - Consumer and Wealth Mgmt Division,https://www.linkedin.com/jobs/view/externalApply/3046242979?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F99783%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=JyO4&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=EOjwp20Sv1aOPb0la6v%2Bmw%3D%3D&trk=public_jobs_apply-link-offsite,5.13%
09/10/22,Goldman Sachs,Software Engineer Charitable Giving- Vice President- Consumer & Wealth Mgmt Division (Albany),https://www.linkedin.com/jobs/view/externalApply/3228499014?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F100848%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=BLOB&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=7%2FKTa3v63%2Bo8yk1dfWR75A%3D%3D&trk=public_jobs_apply-link-offsite,1.85%
09/10/22,Goldman Sachs,Futures FIX Onboarding Engineer - VP,https://www.linkedin.com/jobs/view/externalApply/3249053660?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F102647%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=KQ-H&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=WsTaWUth1qqo0j7qIWJwzg%3D%3D&trk=public_jobs_apply-link-offsite,4.69%
09/10/22,Goldman Sachs,Asset Management Private - Business Intelligence Associate - Dallas,https://www.linkedin.com/jobs/view/externalApply/3239606751?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F89584%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=vrGV&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=e7YtAPsjMo51DM%2B1D9h9Cg%3D%3D&trk=public_jobs_apply-link-offsite,1.69%
09/10/22,Goldman Sachs,Associate HCM4875953,https://www.linkedin.com/jobs/view/externalApply/2984651794?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F81534%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=EpF3&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=jaeW4s5wH4CJuUlaE4yPLQ%3D%3D&trk=public_jobs_apply-link-offsite,6.25%
09/10/22,Goldman Sachs,Android Engineer- Marcus Mobile Vice President,https://www.linkedin.com/jobs/view/externalApply/3032401210?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F99557%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=QXpn&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=74ns4aK5BZz%2F3Zt1fuF8cg%3D%3D&trk=public_jobs_apply-link-offsite,3.62%
09/10/22,Goldman Sachs,Transaction Banking - Cybersecurity Advisory Engineer - Associate,https://www.linkedin.com/jobs/view/externalApply/3029714713?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F90374%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=aSkg&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=KQNXP4zhIvQi%2FiFeETf%2ByQ%3D%3D&trk=public_jobs_apply-link-offsite,7.09%
09/10/22,Goldman Sachs,Engineering Strat - Associate/VP - GCEM (Global Currency and Emerging Markets),https://www.linkedin.com/jobs/view/externalApply/3223607508?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F104919%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=Iut4&refId=bg4vB8PTjPvwrTdqrt9aLg%3D%3D&trackingId=O1x8QTb4vwAw6GeQHuaIkA%3D%3D&trk=public_jobs_apply-link-offsite,2.77%
09/10/22,Goldman Sachs,Engineering- Site Reliability Engineer- VP- Menlo Park,https://www.linkedin.com/jobs/view/externalApply/2814205243?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F83218%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=tW5o&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=thOhe%2BTs6CUvFZY%2BEE5%2FsA%3D%3D&trk=public_jobs_apply-link-offsite,7.99%
09/10/22,Goldman Sachs,Internal Audit - Core Engineering Associate - Dallas TX,https://www.linkedin.com/jobs/view/externalApply/3073147712?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F101611%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=Fopa&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=kSgMVNcI6o03l4Nia%2B4DSA%3D%3D&trk=public_jobs_apply-link-offsite,6.4%
09/10/22,Goldman Sachs,Associate Engineer- Core Systems Infrastructure Consumer & Wealth Mgmt Division,https://www.linkedin.com/jobs/view/externalApply/3068114279?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F100426%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=ouz0&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=P%2BhI7xUWg86Bus8yH%2FFAPA%3D%3D&trk=public_jobs_apply-link-offsite,3.62%
09/10/22,Goldman Sachs,Cloud Migration Engineer - Cloud Enablement,https://www.linkedin.com/jobs/view/externalApply/3092868630?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F100990%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=Z88E&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=ooJDUKHN5hdSUyApbtl%2FUQ%3D%3D&trk=public_jobs_apply-link-offsite,4.68%
09/10/22,Goldman Sachs,Global Markets Global Markets Operations and Engineering Finance Associate - New York,https://www.linkedin.com/jobs/view/externalApply/3125163593?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F102176%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=QZKE&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=KVVBmD5y30w3RkrqPf9uoA%3D%3D&trk=public_jobs_apply-link-offsite,4.82%
09/10/22,Goldman Sachs,Product Manager in Compliance Engineering - Associate – New York,https://www.linkedin.com/jobs/view/externalApply/3223879186?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F99040%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=_ReJ&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=EachasI6E%2Bl89EqR2IXtcA%3D%3D&trk=public_jobs_apply-link-offsite,4.51%
09/10/22,Goldman Sachs,Commodities Structured Finance Investing & Lending Strats - Associate- NY,https://www.linkedin.com/jobs/view/externalApply/3246972752?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F105034%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=byl0&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=RQJnOkkmKjxHWgESdAAw9A%3D%3D&trk=public_jobs_apply-link-offsite,5.1%
09/10/22,Goldman Sachs,Engineering- Product Manager- Mobile Platform- VP,https://www.linkedin.com/jobs/view/externalApply/2984626640?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F91895%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=FA3a&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=MV1kEwW3CixQydqekhS%2Fqg%3D%3D&trk=public_jobs_apply-link-offsite,1.87%
09/10/22,Goldman Sachs,Executive Office- Software/Data Engineer Associate/Vice President - Global Marketing Brand Strategy & Research,https://www.linkedin.com/jobs/view/externalApply/3044019311?url=https%3A%2F%2Fhdpc%2Efa%2Eus2%2Eoraclecloud%2Ecom%2FhcmUI%2FCandidateExperience%2Fen%2Fjob%2F100386%2F%3Futm_medium%3Djobshare%26mode%3Djob%26iis%3DLinkedIn&urlHash=FlWJ&refId=wUYD2rc5Nq0M%2FyseQ5wgUw%3D%3D&trackingId=Va1a9yoOX0MlhprT35f8Tg%3D%3D&trk=public_jobs_apply-link-offsite,4.9%
