Company Name,Role,Job link, Similarity Score 
Amazon,Business Intelligence Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179373424?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141832%2Fbusiness-intelligence-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=_n_x&refId=U93EhQbICY7OgXeoD8iFzg%3D%3D&trackingId=pwHKGFksBPlndFo%2F%2BBltSA%3D%3D&trk=public_jobs_apply-link-offsite,7.32%
Amazon,Amazon Robotics - Data Scientist (DS) Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3287563549?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2252659%2Famazon-robotics--data-scientist-ds-intern--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=HsD_&refId=U93EhQbICY7OgXeoD8iFzg%3D%3D&trackingId=7EkOG5X26MXUdz4KmJuzHQ%3D%3D&trk=public_jobs_apply-link-offsite,9.78%
Amazon,Applied Scientist Intern - Amazon Robotics - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3121124592?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2103220%2Fapplied-scientist-intern--amazon-robotics--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=ZHpM&refId=U93EhQbICY7OgXeoD8iFzg%3D%3D&trackingId=zTXeeSii1JXcL5UwDfpM%2BA%3D%3D&trk=public_jobs_apply-link-offsite,5.55%
Amazon,Amazon Robotics - Data Scientist (DS) Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3121124592?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2103220%2Fapplied-scientist-intern--amazon-robotics--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=ZHpM&refId=U93EhQbICY7OgXeoD8iFzg%3D%3D&trackingId=zTXeeSii1JXcL5UwDfpM%2BA%3D%3D&trk=public_jobs_apply-link-offsite,0.0%
Amazon,2023 Machine Learning Intern - Masters Students Global Engineering Services (GES),https://www.linkedin.com/jobs/view/externalApply/3253550357?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2230464%2F-machine-learning-intern--masters-students-global-engineering-services-ges%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=IsB-&refId=U93EhQbICY7OgXeoD8iFzg%3D%3D&trackingId=kg0awEPKvZy%2B5F5Sy2eI1Q%3D%3D&trk=public_jobs_apply-link-offsite,10.33%
Amazon,Industrial Design Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179915210?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141829%2Findustrial-design-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=SQbw&refId=U93EhQbICY7OgXeoD8iFzg%3D%3D&trackingId=d3GL%2B2qnHJI79jqdbp1lng%3D%3D&trk=public_jobs_apply-link-offsite,8.09%
Amazon,User Experience (UX) Designer Internship – 2023,https://www.linkedin.com/jobs/view/externalApply/3179911504?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141735%2Fuser-experience-ux-designer-internship--%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=_M3b&refId=U93EhQbICY7OgXeoD8iFzg%3D%3D&trackingId=b%2Bgug7nz0ZRk2KvG8TsYtw%3D%3D&trk=public_jobs_apply-link-offsite,6.27%
Amazon,User Experience (UX) Researcher Intern – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179912263?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141799%2Fuser-experience-ux-researcher-intern----us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=Z2Fv&refId=U93EhQbICY7OgXeoD8iFzg%3D%3D&trackingId=ndEyhP5VeJxPmorlRZJJ5Q%3D%3D&trk=public_jobs_apply-link-offsite,6.39%
Amazon,2023 Applied Science Internship - Natural Language Processing and Speech Technologies - United States,https://www.linkedin.com/jobs/view/externalApply/3183080429?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2171934%2F-applied-science-internship--natural-language-processing-and-speech-technologies--united-states%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=C0vf&refId=U93EhQbICY7OgXeoD8iFzg%3D%3D&trackingId=6LSNp3VcwFjSauAIO%2Bw91g%3D%3D&trk=public_jobs_apply-link-offsite,8.15%
Amazon,Software Development Engineer In Test Internship - 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3287561670?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2220337%2Fsoftware-development-engineer-in-test-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=wOmG&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=PTk5bNTzTfmDWlszaRLJNw%3D%3D&trk=public_jobs_apply-link-offsite,7.66%
Amazon,Front-End Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3209046770?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141835%2Ffrontend-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=-E7X&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=Pp1IJmuqJZ2fTfgH89U61Q%3D%3D&trk=public_jobs_apply-link-offsite,6.43%
Amazon,Amazon Robotics - Hardware Engineer Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3209046770?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141835%2Ffrontend-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=-E7X&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=Pp1IJmuqJZ2fTfgH89U61Q%3D%3D&trk=public_jobs_apply-link-offsite,0.0%
Amazon,Hardware Development Engineer Internship Developing Engineers Program – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179375266?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141740%2Fhardware-development-engineer-internship-developing-engineers-program---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=Rsdi&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=cCsY8fTOOF6kCkGglP2hqA%3D%3D&trk=public_jobs_apply-link-offsite,6.16%
Amazon,Quality Assurance Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179914188?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141837%2Fquality-assurance-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=0d4k&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=dpDb5b85qJq%2BoSO4ASoWJQ%3D%3D&trk=public_jobs_apply-link-offsite,5.91%
Amazon,Data Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179374214?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141830%2Fdata-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=grfi&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=tWyXTsCoX5vsIMgfWkb1%2Bg%3D%3D&trk=public_jobs_apply-link-offsite,8.22%
Amazon,Amazon Robotics - Embedded Software Intern - Summer 2023 Amazon Robotics Sensor Team,https://www.linkedin.com/jobs/view/externalApply/3281732533?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2256322%2Famazon-robotics--embedded-software-intern--summer--amazon-robotics-sensor-team%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=f1oe&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=V0iGZXvGYRZBhWGwPsHI5Q%3D%3D&trk=public_jobs_apply-link-offsite,10.84%
Amazon,Product Design Engineer Internship Developing Engineers Program – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179910331?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141742%2Fproduct-design-engineer-internship-developing-engineers-program---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=OXm4&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=cUPF1HLFwJ0dSNBu%2B%2BslyQ%3D%3D&trk=public_jobs_apply-link-offsite,6.39%
Amazon,Hardware Development Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3262873628?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141725%2Fhardware-development-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=WU1V&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=3roDxjf1kGvPxpgxAACpEg%3D%3D&trk=public_jobs_apply-link-offsite,5.89%
Amazon,Amazon Robotics - Software Development Engineer (SDE) Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3024193076?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F1999770%2Famazon-robotics--software-development-engineer-sde-intern--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=Pji2&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=oId8vNLJFk5s98zKPiGUsw%3D%3D&trk=public_jobs_apply-link-offsite,7.34%
Amazon,Amazon Robotics - Data Engineer (DE) Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3284384226?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2250893%2Famazon-robotics--data-engineer-de-intern--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=bNSH&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=%2FxQv%2BkV1F1Y97R7nFI2e8g%3D%3D&trk=public_jobs_apply-link-offsite,15.53%
Amazon,Security Engineer Internship - 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3226483579?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141883%2Fsecurity-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=9gVW&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=%2BNSr8OhZjzkKZRzHULiLgw%3D%3D&trk=public_jobs_apply-link-offsite,6.39%
Amazon,Amazon Robotics - Sensor Electrical Engineer Intern - Summer 2023 Amazon Robotics Sensor Team,https://www.linkedin.com/jobs/view/externalApply/3281727794?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2256314%2Famazon-robotics--sensor-electrical-engineer-intern--summer--amazon-robotics-sensor-team%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=mhEQ&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=Ib%2B1y2B0uVUNdHdhqOOuig%3D%3D&trk=public_jobs_apply-link-offsite,10.55%
Amazon,Application-Specific Integrated Circuit (ASIC) Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179376167?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141738%2Fapplicationspecific-integrated-circuit-asic-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=yG7y&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=haEsJRAwS8gDdKpgktGWuw%3D%3D&trk=public_jobs_apply-link-offsite,5.99%
Amazon,Business Intelligence Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179373424?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141832%2Fbusiness-intelligence-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=_n_x&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=VY14CqbbpbKqNPTnryMNtQ%3D%3D&trk=public_jobs_apply-link-offsite,7.32%
Amazon,Applied Scientist Intern - Amazon Robotics - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3121124592?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2103220%2Fapplied-scientist-intern--amazon-robotics--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=ZHpM&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=Ky4zBXdxB4PYcuZYdhY0Ww%3D%3D&trk=public_jobs_apply-link-offsite,5.55%
Amazon,Amazon Robotics - Data Scientist (DS) Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3287563549?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2252659%2Famazon-robotics--data-scientist-ds-intern--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=HsD_&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=2VAmcnE9Ylf%2F20neYip10A%3D%3D&trk=public_jobs_apply-link-offsite,9.78%
Amazon,Amazon Robotics - Hardware Test Engineer Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3287561723?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2253022%2Famazon-robotics--hardware-test-engineer-intern--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=wfXs&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=gSxPAvxDqlrPct6pqFmtBg%3D%3D&trk=public_jobs_apply-link-offsite,8.06%
Amazon,Amazon Robotics - Data Scientist (DS) Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3281940676?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2249554%2Famazon-robotics--data-scientist-ds-intern--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=O_tM&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=486p25x6H5eHB5E0KbKWgA%3D%3D&trk=public_jobs_apply-link-offsite,9.78%
Amazon,2023 Machine Learning Intern - Masters Students Global Engineering Services (GES),https://www.linkedin.com/jobs/view/externalApply/3253550357?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2230464%2F-machine-learning-intern--masters-students-global-engineering-services-ges%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=IsB-&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=tvFXyz8On85XwJjmxKL9dA%3D%3D&trk=public_jobs_apply-link-offsite,10.33%
Amazon,Industrial Design Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179915210?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141829%2Findustrial-design-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=SQbw&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=YxuaSt6jqwvIpFK3CB%2BOGA%3D%3D&trk=public_jobs_apply-link-offsite,8.09%
Amazon,User Experience (UX) Designer Internship – 2023,https://www.linkedin.com/jobs/view/externalApply/3179911504?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141735%2Fuser-experience-ux-designer-internship--%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=_M3b&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=IJZR2zGJJ7A37mqEbTG7Yg%3D%3D&trk=public_jobs_apply-link-offsite,6.27%
Amazon,2023 Applied Science Internship - Natural Language Processing and Speech Technologies - United States,https://www.linkedin.com/jobs/view/externalApply/3183080429?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2171934%2F-applied-science-internship--natural-language-processing-and-speech-technologies--united-states%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=C0vf&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=5q%2B8MB0pLmRMX21te3GGzA%3D%3D&trk=public_jobs_apply-link-offsite,8.15%
Amazon,User Experience (UX) Researcher Intern – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179912263?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141799%2Fuser-experience-ux-researcher-intern----us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=Z2Fv&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=UjtGJiVbtGSJx6Od2dXm5w%3D%3D&trk=public_jobs_apply-link-offsite,6.39%
Amazon,2023 Applied Science Internship - Automated Reasoning - United States,https://www.linkedin.com/jobs/view/externalApply/3184416111?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2173429%2F-applied-science-internship--automated-reasoning--united-states%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=FeSw&refId=x1%2FWK46mbIEAXXKAA5rw%2FQ%3D%3D&trackingId=6XBo0ATJoq6H%2BXgX%2BXHYOA%3D%3D&trk=public_jobs_apply-link-offsite,8.51%
Amazon,Software Development Engineer In Test Internship - 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3287561670?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2220337%2Fsoftware-development-engineer-in-test-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=wOmG&refId=owy0pXiKoKjXY1%2BHB1mD2g%3D%3D&trackingId=6p6pw28qPQcbgQEQB9tSWg%3D%3D&trk=public_jobs_apply-link-offsite,7.66%
Amazon,Amazon Robotics - Data Engineer (DE) Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3284384226?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2250893%2Famazon-robotics--data-engineer-de-intern--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=bNSH&refId=owy0pXiKoKjXY1%2BHB1mD2g%3D%3D&trackingId=oji%2BYOWJES1XUaA51Kk%2FvQ%3D%3D&trk=public_jobs_apply-link-offsite,15.53%
Amazon,Amazon Robotics - Software Development Engineer (SDE) Intern - Summer 2023,https://www.linkedin.com/jobs/view/externalApply/3024193076?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F1999770%2Famazon-robotics--software-development-engineer-sde-intern--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=Pji2&refId=owy0pXiKoKjXY1%2BHB1mD2g%3D%3D&trackingId=zg7%2FJdfd3lI96LpLfS77LA%3D%3D&trk=public_jobs_apply-link-offsite,7.34%
Amazon,User Experience (UX) Researcher Intern – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3024193076?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F1999770%2Famazon-robotics--software-development-engineer-sde-intern--summer-%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=Pji2&refId=owy0pXiKoKjXY1%2BHB1mD2g%3D%3D&trackingId=zg7%2FJdfd3lI96LpLfS77LA%3D%3D&trk=public_jobs_apply-link-offsite,0.0%
Amazon,Quality Assurance Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179914188?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141837%2Fquality-assurance-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=0d4k&refId=owy0pXiKoKjXY1%2BHB1mD2g%3D%3D&trackingId=Vvc%2BTU8dnj06KOUCTzL0fg%3D%3D&trk=public_jobs_apply-link-offsite,5.91%
Amazon,Amazon Robotics - Embedded Software Intern - Summer 2023 Amazon Robotics Sensor Team,https://www.linkedin.com/jobs/view/externalApply/3281732533?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2256322%2Famazon-robotics--embedded-software-intern--summer--amazon-robotics-sensor-team%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=f1oe&refId=owy0pXiKoKjXY1%2BHB1mD2g%3D%3D&trackingId=4auTmRK261zk5gKCBQhEyw%3D%3D&trk=public_jobs_apply-link-offsite,10.84%
Amazon,2023 Machine Learning Intern - Masters Students Global Engineering Services (GES),https://www.linkedin.com/jobs/view/externalApply/3253550357?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2230464%2F-machine-learning-intern--masters-students-global-engineering-services-ges%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=IsB-&refId=owy0pXiKoKjXY1%2BHB1mD2g%3D%3D&trackingId=sWqNCaB5ciFjCAbf%2FM8zFQ%3D%3D&trk=public_jobs_apply-link-offsite,10.33%
Amazon,Application-Specific Integrated Circuit (ASIC) Engineer Internship – 2023 (US),https://www.linkedin.com/jobs/view/externalApply/3179376167?url=https%3A%2F%2Fwww%2Eamazon%2Ejobs%2Fjobs%2F2141738%2Fapplicationspecific-integrated-circuit-asic-engineer-internship---us%3Fcmpid%3DSPLICX0248M%26utm_source%3Dlinkedin%2Ecom%26utm_campaign%3Dcxro%26utm_medium%3Dsocial_media%26utm_content%3Djob_posting%26ss%3Dpaid&urlHash=yG7y&refId=owy0pXiKoKjXY1%2BHB1mD2g%3D%3D&trackingId=XnBFzWWke4XHsvjfWF0E%2FQ%3D%3D&trk=public_jobs_apply-link-offsite,5.99%
Intuit,Software Engineer Intern,https://www.linkedin.com/jobs/view/externalApply/3199638364?url=https%3A%2F%2Fdsp%2Eprng%2Eco%2FycCfkDb&urlHash=4wth&refId=qRyakIS%2FWD49yEldlUkndQ%3D%3D&trackingId=4kJM5SU0gjxmKBsgqvmi8w%3D%3D&trk=public_jobs_apply-link-offsite,5.19%
